Lac-Poulin,147
Saint-Benoît-Labre,1630
Saint-Éphrem-de-Beauce,2400
Notre-Dame-des-Pins,1594
Saint-Simon-les-Mines,549
Le Granit,21462
Saint-Augustin-de-Woburn,692
Notre-Dame-des-Bois,938
Val-Racine,178
Piopolis,358
Frontenac,1734
Lac-Mégantic,5654
Marston,705
Milan,299
Nantes,1377
Sainte-Cécile-de-Whitton,863
Audet,734
Saint-Robert-Bellarmin,575
Saint-Ludger,1071
Lac-Drolet,1021
Saint-Sébastien,657
Courcelles,823
Lambton,1617
Saint-Romain,691
Stornoway,530
Stratford,945
Les Appalaches,42346
Beaulac-Garthby,905
Disraeli,2336
Disraeli,1123
Saint-Jacques-le-Majeur-de-Wolfestown,188
Saint-Fortunat,263
Saint-Julien,376
Irlande,884
Saint-Joseph-de-Coleraine,1762
Sainte-Praxède,327
Adstock,2806
Sainte-Clotilde-de-Beauce,549
Thetford Mines,25403
Saint-Adrien-d'Irlande,399
Saint-Jean-de-Brébeuf,372
Kinnear's Mills,350
East Broughton,2199
Sacré-Coeur-de-Jésus,521
Saint-Pierre-de-Broughton,898
Saint-Jacques-de-Leeds,685
L'Érable,23425
Saint-Ferdinand,2076
Sainte-Sophie-d'Halifax,612
Princeville,6001
Plessisville,6551
Plessisville,2663
Saint-Pierre-Baptiste,527
Inverness,899
Lyster,1605
Laurierville,1346
Notre-Dame-de-Lourdes,688
Villeroy,457
Lotbinière,31741
Saint-Sylvestre,1019
Sainte-Agathe-de-Lotbinière,1168
Saint-Patrice-de-Beaurivage,1036
Saint-Narcisse-de-Beaurivage,1106
Saint-Gilles,2525
Dosquet,944
Saint-Agapit,4280
Saint-Flavien,1618
Laurier-Station,2573
Saint-Janvier-de-Joly,984
Val-Alain,924
Saint-Édouard-de-Lotbinière,1194
Notre-Dame-du-Sacré-Coeur-d'Issoudun,861
Saint-Apollinaire,6110
Saint-Antoine-de-Tilly,1598
Sainte-Croix,2516
Lotbinière,812
Leclercville,473
Portneuf,53008
Neuville,4392
Pont-Rouge,9240
Donnacona,7200
Cap-Santé,3400
Saint-Basile,2631
Portneuf,3187
Deschambault-Grondines,2220
Saint-Gilbert,296
Saint-Marc-des-Carrières,2911
Saint-Casimir,1430
Saint-Thuribe,286
Saint-Ubalde,1412
Saint-Alban,1198
Sainte-Christine-d'Auvergne,704
Saint-Léonard-de-Portneuf,1145
Lac-Sergent,497
Saint-Raymond,10221
Rivière-à-Pierre,584
Lac-Blanc,54
Linton,0
Lac-Lapeyrère,0
Mékinac,12358
Notre-Dame-de-Montauban,745
Lac-aux-Sables,1292
Saint-Adelphe,922
Saint-Séverin,846
Saint-Tite,3673
Hérouxville,1278
Grandes-Piles,415
Saint-Roch-de-Mékinac,302
Sainte-Thècle,2484
Trois-Rives,396
Lac-Masketsi,0
Lac-Normand,5
Rivière-de-la-Savane,0
Lac-Boulé,0
Shawinigan,49349
Shawinigan,49349
Francheville,153030
Trois-Rivières,134413
Sainte-Anne-de-la-Pérade,2019
Batiscan,903
Sainte-Geneviève-de-Batiscan,1006
Champlain,1735
Saint-Luc-de-Vincennes,545
Saint-Maurice,3286
Notre-Dame-du-Mont-Carmel,5751
Saint-Narcisse,1832
Saint-Stanislas,1010
Saint-Prosper-de-Champlain,530
Bécancour,20404
Saint-Sylvère,791
Bécancour,13031
Sainte-Marie-de-Blandford,468
Lemieux,301
Manseau,816
Sainte-Françoise,449
Sainte-Sophie-de-Lévrard,729
Fortierville,669
Parisville,530
Sainte-Cécile-de-Lévrard,372
Saint-Pierre-les-Becquets,1137
Deschaillons-sur-Saint-Laurent,909
Wôlinak,202
Arthabaska,72014
Saints-Martyrs-Canadiens,254
Ham-Nord,869
Notre-Dame-de-Ham,411
Saint-Rémi-de-Tingwick,458
Tingwick,1410
Chesterville,922
Sainte-Hélène-de-Chester,374
Saint-Norbert-d'Arthabaska,1157
Saint-Christophe-d'Arthabaska,3021
Victoriaville,46130
Warwick,4635
Saint-Albert,1601
Sainte-Élizabeth-de-Warwick,372
Kingsey Falls,1947
Sainte-Séraphine,355
Sainte-Clotilde-de-Horton,1569
Saint-Samuel,744
Saint-Valère,1263
Saint-Rosaire,843
Sainte-Anne-du-Sault,1290
Daveluyville,965
Maddington Falls,413
Saint-Louis-de-Blandford,1011
Les Sources,14286
Ham-Sud,235
Saint-Adrien,522
Wotton,1430
Saint-Camille,529
Saint-Georges-de-Windsor,958
Asbestos,6786
Danville,3826
Le Haut-Saint-François,22335
Saint-Isidore-de-Clifton,695
Chartierville,276
La Patrie,768
Newport,733
Cookshire-Eaton,5393
Ascot Corner,3158
East Angus,3659
Westbury,1006
Bury,1174
Hampden,176
Scotstown,472
Lingwick,428
Weedon,2670
Dudswell,1727
Le Val-Saint-François,30686
Stoke,2955
Saint-François-Xavier-de-Brompton,2273
Saint-Denis-de-Brompton,4054
Racine,1323
Bonsecours,608
Lawrenceville,635
Sainte-Anne-de-la-Rochelle,598
Valcourt,2165
Valcourt,1044
Maricourt,416
Kingsbury,138
Melbourne,1063
Ulverton,418
Windsor,5419
Val-Joli,1619
Richmond,3232
Saint-Claude,1185
Cleveland,1541
Sherbrooke,161323
Sherbrooke,161323
Coaticook,18497
Saint-Malo,475
Saint-Venant-de-Paquette,97
East Hereford,269
Saint-Herménégilde,670
Dixville,696
Coaticook,8698
Barnston-Ouest,816
Stanstead-Est,584
Sainte-Edwidge-de-Clifton,504
Martinville,436
Compton,3131
Waterville,2121
Memphrémagog,50415
Stanstead,2788
Ogden,741
Stanstead,1036
Potton,1852
Ayer's Cliff,1047
Hatley,696
North Hatley,632
Hatley,2106
Sainte-Catherine-de-Hatley,2479
Magog,26669
Saint-Benoît-du-Lac,32
Austin,1485
Eastman,1843
Bolton-Est,940
Saint-Étienne-de-Bolton,674
Stukely-Sud,1058
Orford,4337
Brome-Missisquoi,58314
Abercorn,334
Frelighsburg,1111
Saint-Armand,1205
Pike River,517
Stanbridge Station,274
Bedford,2560
Bedford,687
Stanbridge East,866
Dunham,3432
Sutton,4012
Bolton-Ouest,630
Brome,296
Lac-Brome,5495
Bromont,9041
Cowansville,13656
East Farnham,554
Brigham,2306
Saint-Ignace-de-Stanbridge,676
Notre-Dame-de-Stanbridge,668
Sainte-Sabine,1085
Farnham,8909
La Haute-Yamaska,88306
Saint-Alphonse-de-Granby,3094
Granby,66222
Waterloo,4410
Warden,363
Shefford,6947
Saint-Joachim-de-Shefford,1301
Roxton Pond,3809
Sainte-Cécile-de-Milton,2160
Acton,15594
Béthanie,322
Roxton Falls,1305
Roxton,1086
Sainte-Christine,730
Acton Vale,7656
Upton,2092
Saint-Théodore-d'Acton,1519
Saint-Nazaire-d'Acton,884
Drummond,103397
Saint-Félix-de-Kingsey,1430
Durham-Sud,1043
Lefebvre,904
L'Avenir,1307
Saint-Lucien,1647
Wickham,2541
Saint-Germain-de-Grantham,4917
Drummondville,75423
Saint-Cyrille-de-Wendover,4723
Notre-Dame-du-Bon-Conseil,1557
Notre-Dame-du-Bon-Conseil,949
Sainte-Brigitte-des-Saults,723
Saint-Majorique-de-Grantham,1388
Saint-Edmond-de-Grantham,762
Saint-Eugène,1126
Saint-Guillaume,1476
Saint-Bonaventure,1031
Saint-Pie-de-Guire,450
Nicolet-Yamaska,23159
Sainte-Eulalie,894
Aston-Jonction,424
Saint-Wenceslas,1157
Saint-Célestin,831
Saint-Célestin,575
Saint-Léonard-d'Aston,2331
Sainte-Perpétue,959
Sainte-Monique,501
Grand-Saint-Esprit,476
Nicolet,8169
La Visitation-de-Yamaska,327
Saint-Zéphirin-de-Courval,700
Saint-Elphège,270
Baie-du-Febvre,988
Pierreville,2143
Saint-François-du-Lac,1965
Odanak,449
Maskinongé,36316
Maskinongé,2319
Louiseville,7152
Yamachiche,2830
Saint-Barnabé,1196
Saint-Sévère,302
Saint-Léon-le-Grand,928
Sainte-Ursule,1330
Saint-Justin,973
Saint-Édouard-de-Maskinongé,712
Sainte-Angèle-de-Prémont,596
Saint-Paulin,1497
Saint-Alexis-des-Monts,2981
Saint-Mathieu-du-Parc,1338
Saint-Élie-de-Caxton,1836
Charette,953
Saint-Boniface,4832
Saint-Étienne-des-Grès,4541
D'Autray,42189
Lavaltrie,13657
Lanoraie,4787
Sainte-Élisabeth,1459
Berthierville,4189
Sainte-Geneviève-de-Berthier,2280
Saint-Ignace-de-Loyola,2049
La Visitation-de-l'Île-Dupas,626
Saint-Barthélemy,1934
Saint-Cuthbert,1862
Saint-Norbert,1003
Saint-Cléophas-de-Brandon,227
Saint-Gabriel,2640
Saint-Gabriel-de-Brandon,2635
Saint-Didace,652
Mandeville,2189
Pierre-De Saurel,51025
Saint-David,817
Massueville,529
Saint-Aimé,461
Saint-Robert,1803
Sainte-Victoire-de-Sorel,2461
Saint-Ours,1669
Saint-Roch-de-Richelieu,2188
Saint-Joseph-de-Sorel,1642
Sorel-Tracy,34755
Sainte-Anne-de-Sorel,2771
Yamaska,1687
Saint-Gérard-Majella,242
Les Maskoutains,87099
Saint-Pie,5607
Saint-Damase,2473
Sainte-Madeleine,2233
Sainte-Marie-Madeleine,2892
La Présentation,2540
Saint-Hyacinthe,55648
Saint-Dominique,2553
Saint-Valérien-de-Milton,1793
Saint-Liboire,3062
Saint-Simon,1413
Sainte-Hélène-de-Bagot,1688
Saint-Hugues,1327
Saint-Barnabé-Sud,861
Saint-Jude,1214
Saint-Bernard-de-Michaudville,586
Saint-Louis,712
Saint-Marcel-de-Richelieu,497
Rouville,36536
Ange-Gardien,2699
Saint-Paul-d'Abbotsford,2890
Saint-Césaire,5877
Sainte-Angèle-de-Monnoir,1823
Rougemont,2755
Marieville,10725
Richelieu,5236
Saint-Mathias-sur-Richelieu,4531
Le Haut-Richelieu,117443
Venise-en-Québec,1634
Saint-Georges-de-Clarenceville,1103
Noyan,1392
Lacolle,2596
Saint-Valentin,447
Saint-Paul-de-l'Île-aux-Noix,1980
Henryville,1406
Saint-Sébastien,718
Saint-Alexandre,2469
Sainte-Anne-de-Sabrevois,2039
Saint-Blaise-sur-Richelieu,2066
Saint-Jean-sur-Richelieu,95114
Mont-Saint-Grégoire,3077
Sainte-Brigide-d'Iberville,1402
La Vallée-du-Richelieu,124420
Chambly,29120
Carignan,9462
Saint-Basile-le-Grand,17059
McMasterville,5698
Otterburn Park,8421
Saint-Jean-Baptiste,3107
Mont-Saint-Hilaire,18585
Beloeil,22458
Saint-Mathieu-de-Beloeil,2619
Saint-Marc-sur-Richelieu,2172
Saint-Charles-sur-Richelieu,1717
Saint-Denis-sur-Richelieu,2308
Saint-Antoine-sur-Richelieu,1694
Longueuil,415347
Brossard,85721
Saint-Lambert,21861
Boucherville,41671
Saint-Bruno-de-Montarville,26394
Longueuil,239700
Marguerite-D'Youville,77550
Sainte-Julie,29881
Saint-Amable,12167
Varennes,21257
Verchères,5835
Calixa-Lavallée,523
Contrecoeur,7887
L'Assomption,124759
Charlemagne,5913
Repentigny,84285
Saint-Sulpice,3439
L'Assomption,22429
L'Épiphanie,5493
L'Épiphanie,3200
Joliette,66550
Saint-Paul,5891
Crabtree,3958
Saint-Pierre,276
Joliette,20484
Saint-Thomas,3249
Notre-Dame-des-Prairies,9273
Saint-Charles-Borromée,13791
Saint-Ambroise-de-Kildare,3856
Notre-Dame-de-Lourdes,2783
Sainte-Mélanie,2989
Matawinie,50435
Saint-Félix-de-Valois,6305
Saint-Jean-de-Matha,4450
Sainte-Béatrix,1955
Saint-Alphonse-Rodriguez,3162
Sainte-Marcelline-de-Kildare,1594
Rawdon,11057
Chertsey,4696
Entrelacs,928
Notre-Dame-de-la-Merci,905
Saint-Donat,3888
Saint-Côme,2193
Sainte-Émélie-de-l'Énergie,1567
Saint-Damien,2094
Saint-Zénon,1120
Saint-Michel-des-Saints,2359
Manawan,2060
Lac-Minaki,0
Lac-Devenyns,0
Baie-de-la-Bouteille,5
Lac-Matawin,10
Lac-Legendre,0
Saint-Guillaume-Nord,87
Lac-des-Dix-Milles,0
Lac-Santé,0
Baie-Obaoca,0
Lac-Cabasta,0
Baie-Atibenne,0
Lac-du-Taureau,0
Montcalm,52596
Sainte-Marie-Salomé,1209
Saint-Jacques,3971
Saint-Alexis,1308
Saint-Esprit,1967
Saint-Roch-de-l'Achigan,5147
Saint-Roch-Ouest,266
Saint-Lin--Laurentides,20786
Saint-Calixte,6046
Sainte-Julienne,9953
Saint-Liguori,1943
Les Moulins,158267
Terrebonne,111575
Mascouche,46692
Laval,422993
Laval,422993
Montréal,1942044
Montréal-Est,3850
Montréal,1704694
Westmount,20312
Montréal-Ouest,5050
Côte-Saint-Luc,32448
Hampstead,6973
Mont-Royal,20276
Dorval,18980
L'Île-Dorval,5
Pointe-Claire,31380
Kirkland,20151
Beaconsfield,19324
Baie-D'Urfé,3823
Sainte-Anne-de-Bellevue,4958
Senneville,921
Dollard-Des Ormeaux,48899
Roussillon,171443
Saint-Mathieu,2156
Saint-Philippe,6320
La Prairie,24110
Candiac,21047
Delson,7457
Sainte-Catherine,17047
Saint-Constant,27359
Saint-Isidore,2608
Mercier,13115
Châteauguay,47906
Léry,2318
Kahnawake,..
Les Jardins-de-Napierville,27870
Saint-Bernard-de-Lacolle,1549
Hemmingford,755
Hemmingford,1900
Sainte-Clotilde,1622
Saint-Patrice-de-Sherrington,1960
Napierville,3899
Saint-Cyprien-de-Napierville,1927
Saint-Jacques-le-Mineur,1690
Saint-Édouard,1321
Saint-Michel,3186
Saint-Rémi,8061
Le Haut-Saint-Laurent,22454
Havelock,740
Franklin,1636
Saint-Chrysostome,2645
Howick,778
Très-Saint-Sacrement,1186
Ormstown,3595
Hinchinbrooke,2103
Elgin,394
Huntingdon,2444
Godmanchester,1394
Sainte-Barbe,1324
Saint-Anicet,2626
Dundee,387
Akwesasne,1202
Beauharnois-Salaberry,64320
Saint-Urbain-Premier,1264
Sainte-Martine,5461
Beauharnois,12884
Saint-Étienne-de-Beauharnois,831
Saint-Louis-de-Gonzague,1481
Saint-Stanislas-de-Kostka,1654
Salaberry-de-Valleyfield,40745
Vaudreuil-Soulanges,149349
Rivière-Beaudette,2097
Saint-Télesphore,759
Saint-Polycarpe,2224
Saint-Zotique,7934
Les Coteaux,5368
Coteau-du-Lac,7044
Saint-Clet,1779
Les Cèdres,6777
Pointe-des-Cascades,1481
L'Île-Perrot,10756
Notre-Dame-de-l'Île-Perrot,10654
Pincourt,14558
Terrasse-Vaudreuil,1986
Vaudreuil-Dorion,38117
Vaudreuil-sur-le-Lac,1341
L'Île-Cadieux,126
Hudson,5185
Saint-Lazare,19889
Sainte-Marthe,1097
Sainte-Justine-de-Newton,922
Très-Saint-Rédempteur,898
Rigaud,7777
Pointe-Fortune,580
Deux-Montagnes,98203
Saint-Eustache,44008
Deux-Montagnes,17496
Sainte-Marthe-sur-le-Lac,18074
Pointe-Calumet,6428
Saint-Joseph-du-Lac,6687
Oka,3824
Saint-Placide,1686
Kanesatake,..
Thérèse-De Blainville,157103
Boisbriand,26884
Sainte-Thérèse,25989
Blainville,56863
Rosemère,13958
Lorraine,9352
Bois-des-Filion,9636
Sainte-Anne-des-Plaines,14421
Mirabel,50513
Mirabel,50513
La Rivière-du-Nord,128170
Saint-Colomban,16019
Saint-Jérôme,74346
Sainte-Sophie,15690
Prévost,13002
Saint-Hippolyte,9113
Argenteuil,32389
Saint-André-d'Argenteuil,3020
Lachute,12862
Gore,1904
Mille-Isles,1567
Wentworth,533
Brownsburg-Chatham,7122
Grenville-sur-la-Rouge,2824
Grenville,1711
Harrington,846
Les Pays-d'en-Haut,41877
Estérel,196
Sainte-Marguerite-du-Lac-Masson,2763
Sainte-Adèle,12919
Piedmont,2950
Sainte-Anne-des-Lacs,3611
Saint-Sauveur,10231
Morin-Heights,4145
Lac-des-Seize-Îles,172
Wentworth-Nord,1381
Saint-Adolphe-d'Howard,3509
Les Laurentides,45902
Val-Morin,2870
Val-David,4917
Lantier,834
Sainte-Lucie-des-Laurentides,1256
Sainte-Agathe-des-Monts,10223
Ivry-sur-le-Lac,387
Saint-Faustin--Lac-Carré,3499
Barkmere,58
Montcalm,628
Arundel,563
Huberdeau,868
Amherst,1484
Brébeuf,976
Lac-Supérieur,1888
Val-des-Lacs,744
Mont-Tremblant,9646
La Conception,1337
Labelle,2477
Lac-Tremblant-Nord,42
La Minerve,1205
Doncaster,..
Antoine-Labelle,35243
Notre-Dame-du-Laus,1558
Notre-Dame-de-Pontmain,782
Lac-du-Cerf,435
Saint-Aimé-du-Lac-des-Îles,790
Kiamika,757
Nominingue,2137
Rivière-Rouge,4322
La Macaza,1150
L'Ascension,791
Lac-Saguay,459
Chute-Saint-Philippe,942
Lac-des-Écorces,2734
Mont-Laurier,14116
Ferme-Neuve,2706
Lac-Saint-Paul,481
Mont-Saint-Michel,503
Sainte-Anne-du-Lac,575
Lac-de-la-Pomme,0
Lac-Akonapwehikan,0
Lac-Wagwabika,0
Lac-Bazinet,0
Lac-De La Bidière,0
Lac-Oscar,0
Lac-de-la-Maison-de-Pierre,0
Baie-des-Chaloupes,0
Lac-Douaire,5
Lac-Ernest,0
Lac-Marguerite,0
Papineau,22832
Fassett,431
Montebello,983
Notre-Dame-de-Bonsecours,301
Notre-Dame-de-la-Paix,648
Saint-André-Avellin,3749
Papineauville,2101
Plaisance,1088
Thurso,2818
Lochaber,415
Lochaber-Partie-Ouest,856
Mayo,601
Saint-Sixte,469
Ripon,1542
Mulgrave-et-Derry,369
Montpellier,985
Lac-Simon,944
Chénéville,764
Namur,572
Boileau,335
Saint-Émile-de-Suffolk,477
Lac-des-Plages,431
Duhamel,430
Val-des-Bois,865
Bowman,658
Gatineau,276245
Gatineau,276245
Les Collines-de-l'Outaouais,49094
L'Ange-Gardien,5464
Notre-Dame-de-la-Salette,727
Val-des-Monts,11582
Cantley,10699
Chelsea,6909
Pontiac,5850
La Pêche,7863
La Vallée-de-la-Gatineau,20182
Denholm,505
Low,982
Kazabazua,945
Lac-Sainte-Marie,566
Gracefield,2462
Cayamant,821
Blue Sea,639
Bouchette,731
Sainte-Thérèse-de-la-Gatineau,520
Messines,1609
Maniwaki,3853
Déléage,1852
Egan-Sud,504
Bois-Franc,421
Montcerf-Lytton,636
Aumond,754
Grand-Remous,1161
Kitigan Zibi,1221
Lac-Rapide,..
Lac-Pythonga,0
Cascades-Malignes,0
Lac-Lenôtre,0
Lac-Moselle,0
Dépôt-Échouani,0
Pontiac,14251
Bristol,1036
Shawville,1587
Clarendon,1256
Portage-du-Fort,234
Bryson,697
Campbell's Bay,744
L'Île-du-Grand-Calumet,626
Litchfield,459
Thorne,448
Alleyn-et-Cawood,172
Otter Lake,932
Fort-Coulonge,1433
Mansfield-et-Pontefract,2285
Waltham,378
L'Isle-aux-Allumettes,1334
Chichester,328
Sheenboro,141
Rapides-des-Joachims,156
Lac-Nilgaut,5
Témiscamingue,15980
Témiscaming,2431
Kipawa,516
Saint-Édouard-de-Fabre,628
Béarn,690
Ville-Marie,2584
Duhamel-Ouest,878
Lorrainville,1272
Saint-Bruno-de-Guigues,1154
Laverlochère,675
Fugèreville,326
Latulipe-et-Gaboury,295
Belleterre,313
Laforce,231
Moffet,187
Angliers,303
Saint-Eugène-de-Guigues,465
Notre-Dame-du-Nord,1052
Guérin,320
Nédélec,356
Rémigny,280
Kebaowek,274
Hunter's Point,10
Winneway,104
Timiskaming,539
Laniel,82
Les Lacs-du-Témiscamingue,15
Rouyn-Noranda,42334
Rouyn-Noranda,42334
Abitibi-Ouest,20538
Duparquet,666
Rapide-Danseur,328
Roquemaure,395
Gallichan,468
Palmarolle,1409
Sainte-Germaine-Boulé,986
Poularies,682
Taschereau,963
Authier,268
Macamic,2751
Sainte-Hélène-de-Mancebourg,373
Clerval,371
La Reine,339
Dupuy,931
La Sarre,7282
Chazel,289
Authier-Nord,300
Val-Saint-Gilles,157
Clermont,492
Normétal,808
Saint-Lambert,194
Lac-Duparquet,0
Rivière-Ojima,86
Abitibi,24639
Champneuf,123
Rochebaucourt,131
La Morandière,207
Barraute,1968
La Corne,719
Landrienne,967
Saint-Marc-de-Figuery,834
La Motte,453
Saint-Mathieu-d'Harricana,739
Amos,12823
Saint-Félix-de-Dalquier,940
Saint-Dominique-du-Rosaire,450
Berry,538
Trécesson,1223
Launay,218
Sainte-Gertrude-Manneville,787
Preissac,835
Pikogan,538
Lac-Despinassy,10
Lac-Chicobi,136
La Vallée-de-l'Or,43226
Val-d'Or,32491
Rivière-Héva,1419
Malartic,3377
Senneterre,2868
Senneterre,1192
Belcourt,225
Kitcisakik,274
Lac-Simon,1380
Matchi-Manitou,0
Lac-Metei,0
Réservoir-Dozois,0
Lac-Granet,0
La Tuque,15059
La Tuque,11001
La Bostonnais,635
Lac-Édouard,191
Wemotaci,1213
Obedjiwan,2019
Le Domaine-du-Roy,31285
Lac-Bouchette,1196
Saint-André-du-Lac-Saint-Jean,467
Saint-François-de-Sales,616
Chambord,1765
Roberval,10046
Sainte-Hedwidge,846
Saint-Prime,2753
Saint-Félicien,10238
La Doré,1365
Mashteuiatsh,1957
Lac-Ashuapmushuan,36
Maria-Chapdelaine,24793
Saint-Augustin,351
Péribonka,515
Sainte-Jeanne-d'Arc,1050
Dolbeau-Mistassini,14250
Albanel,2262
Normandin,3033
Saint-Thomas-Didyme,676
Saint-Edmond-les-Plaines,381
Girardville,988
Notre-Dame-de-Lorette,189
Saint-Eugène-d'Argentenay,488
Saint-Stanislas,373
Passes-Dangereuses,146
Rivière-Mistassini,91
Lac-Saint-Jean-Est,52741
Desbiens,1028
Métabetchouan--Lac-à-la-Croix,3985
Hébertville,2491
Hébertville-Station,1311
Saint-Bruno,2801
Saint-Gédéon,2085
Alma,30776
Saint-Nazaire,2073
Labrecque,1321
Lamarche,514
L'Ascension-de-Notre-Seigneur,1987
Saint-Henri-de-Taillon,821
Sainte-Monique,846
Saint-Ludger-de-Milot,651
Mont-Apica,0
Lac-Moncouche,0
Lac-Achouakan,0
Belle-Rivière,51
Le Saguenay-et-son-Fjord,167549
Saguenay,145949
Petit-Saguenay,634
L'Anse-Saint-Jean,1201
Rivière-Éternité,413
Ferland-et-Boilleau,540
Saint-Félix-d'Otis,956
Sainte-Rose-du-Nord,439
Saint-Fulgence,2071
Saint-Honoré,5757
Saint-David-de-Falardeau,2768
Bégin,818
Saint-Ambroise,3781
Saint-Charles-de-Bourget,736
Larouche,1486
Lalemant,0
Lac-Ministuk,0
Mont-Valin,0
La Haute-Côte-Nord,10846
Tadoussac,799
Sacré-Coeur,1803
Les Bergeronnes,661
Les Escoumins,1891
Longue-Rive,1026
Portneuf-sur-Mer,598
Forestville,3081
Colombier,685
Essipit,297
Lac-au-Brochet,5
Manicouagan,31027
Baie-Trinité,407
Godbout,265
Franquelin,313
Baie-Comeau,21536
Pointe-Lebel,1918
Pointe-aux-Outardes,1332
Chute-aux-Outardes,1563
Ragueneau,1343
Pessamit,2256
Rivière-aux-Outardes,94
Sept-Rivières--Caniapiscau,39322
Sept-Îles,25400
Port-Cartier,6799
Fermont,2474
Schefferville,155
Uashat,1592
Maliotenam,1542
Kawawachikamach,601
Matimekosh,613
Lac-John,33
Rivière-Nipissis,0
Lac-Walker,108
Rivière-Mouchalagane,5
Caniapiscau,0
Lac-Juillet,0
Lac-Vacher,0
Minganie--Le Golfe-du-Saint-Laurent,11323
Blanc-Sablon,1112
Bonne-Espérance,681
Saint-Augustin,445
Gros-Mécatina,428
Côte-Nord-du-Golfe-du-Saint-Laurent,856
L'Île-d'Anticosti,218
Natashquan,263
Aguanish,245
Baie-Johan-Beetz,86
Havre-Saint-Pierre,3460
Longue-Pointe-de-Mingan,434
Rivière-Saint-Jean,215
Rivière-au-Tonnerre,279
Pakuashipi,237
La Romaine,977
Natashquan,835
Mingan,552
Lac-Jérôme,0
Petit-Mécatina,0
Nord-du-Québec,44561
Lebel-sur-Quévillon,2187
Waswanipi,0
Matagami,1453
Chapais,1499
Chibougamau,7504
Mistissini,0
Waskaganish,0
Nemaska,0
Eastmain,0
Wemindji,0
Chisasibi,0
Eeyou Istchee Baie-James,1589
Kawawachikamach,0
Whapmagoostui,0
Kuujjuarapik,686
Umiujaq,442
Inukjuak,1757
Kangiqsualujjuaq,942
Kuujjuaq,2754
Tasiujaq,369
Aupaluk,209
Kangirsuk,567
Quaqtaq,403
Puvirnituq,1779
Akulivik,633
Kangiqsujuaq,750
Salluit,1483
Ivujivik,414
Waswanipi,1759
Mistissini,3523
Waskaganish,2196
Nemaska,760
Eastmain,866
Wemindji,1444
Chisasibi,4872
Whapmagoostui,984
Oujé-Bougoumou,737
Kuujjuarapik,0
Umiujaq,0
Inukjuak,0
Akulivik,0
Salluit,0
Kangiqsujuaq,0
Quaqtaq,0
Kangirsuk,0
Aupaluk,0
Tasiujaq,0
Kuujjuaq,0
Kangiqsualujjuaq,0
Ivujivik,0
Rivière-Koksoak,0
Baie-d'Hudson,0
Ontario,13448494
Stormont Dundas and Glengarry,113429
South Glengarry,13150
Akwesasne (Part) 59,1487
South Stormont,13110
Cornwall,46589
South Dundas,10833
North Dundas,11278
North Stormont,6873
North Glengarry,10109
Prescott and Russell,89333
East Hawkesbury,3296
Hawkesbury,10263
Champlain,8706
Alfred and Plantagenet,9680
The Nation / La Nation,12808
Clarence-Rockland,24512
Casselman,3548
Russell,16520
Ottawa,934243
Ottawa,934243
Leeds and Grenville,100546
Edwardsburgh/Cardinal,7093
Augusta,7353
Prescott,4222
Elizabethtown-Kitley,9854
Brockville,21346
Front of Yonge,2607
Leeds and the Thousand Islands,9465
Gananoque,5159
Westport,590
Rideau Lakes,10326
Athens,3013
Merrickville-Wolford,3067
North Grenville,16451
Lanark,68698
Montague,3761
Smiths Falls,8780
Drummond/North Elmsley,7773
Tay Valley,5665
Perth,5930
Beckwith,7644
Carleton Place,10644
Mississippi Mills,13163
Lanark Highlands,5338
Frontenac,150475
Frontenac Islands,1760
Kingston,123798
South Frontenac,18646
Central Frontenac,4373
North Frontenac,1898
Lennox and Addington,42888
Loyalist,16971
Greater Napanee,15892
Stone Mills,7702
Addington Highlands,2323
Hastings,136445
Tyendinaga,4297
Deseronto,1774
Tyendinaga Mohawk Territory,2524
Belleville,50716
Quinte West,43577
Stirling-Rawdon,4882
Centre Hastings,4774
Tweed,6044
Madoc,2078
Marmora and Lake,3953
Tudor and Cashel,586
Limerick,346
Wollaston,670
Faraday,1401
Bancroft,3881
Carlow/Mayo,864
Hastings Highlands,4078
Prince Edward,24735
Prince Edward County,24735
Northumberland,85598
Brighton,11844
Cramahe,6355
Hamilton,10942
Port Hope,16753
Cobourg,19440
Alnwick/Haldimand,6869
Alderville First Nation,495
Trent Hills,12900
Peterborough,138236
Asphodel-Norwood,4109
Otonabee-South Monaghan,6670
Hiawatha First Nation,362
Cavan Monaghan,8829
Peterborough,81032
Selwyn,17060
Curve Lake First Nation 35,1059
Douro-Dummer,6709
Havelock-Belmont-Methuen,4530
North Kawartha,2479
Trent Lakes,5397
Kawartha Lakes,75423
Kawartha Lakes,75423
Durham,645862
Pickering,91771
Ajax,119677
Whitby,128377
Oshawa,159458
Clarington,92013
Scugog,21617
Mississaugas of Scugog Island,131
Uxbridge,21176
Brock,11642
York,1109909
Vaughan,306233
Markham,328966
Richmond Hill,195022
Whitchurch-Stouffville,45837
Aurora,55445
Newmarket,84224
King,24512
East Gwillimbury,23991
Georgina,45418
Chippewas of Georgina Island First Nation,261
Toronto,2731571
Toronto,2731571
Peel,1381739
Mississauga,721599
Brampton,593638
Caledon,66502
Dufferin,61735
East Garafraxa,2579
Amaranth,4079
Grand Valley,2956
Mono,8609
Orangeville,28900
Mulmur,3478
Melancthon,3008
Shelburne,8126
Wellington,222726
Puslinch,7336
Guelph,131794
Guelph/Eramosa,12854
Erin,11439
